handle,name,platform,niche,followers,avg_engagement_rate,location,verified,fake_followers_pct
@guccimane,Gucci Mane,youtube,music,5970000,50,,FALSE,0
@indigo6e,IndiGo 6E,youtube,lifestyle,5970000,19.57,,FALSE,0
@oblomoffood,oblomoff,youtube,lifestyle,5970000,22.32,,FALSE,0
@sambechara_,Sam Bechara,youtube,lifestyle,5970000,16.73,,FALSE,0
@realcandaceo,Candace Owens,youtube,lifestyle,5970000,13.52,,FALSE,0
@ufceurasia,UFC Eurasia,youtube,lifestyle,5970000,10.92,,FALSE,0
@massstudyenglish,Mass Study,youtube,education,5970000,4.33,,FALSE,0
@omz-,Omz,youtube,lifestyle,5970000,22.31,,FALSE,0
@technicalguruji,Gaurav Chaudhary,instagram,tech,5961347,2.75,,TRUE,0
@imangadzhi,Iman Gadzhi,youtube,music,5960000,6.37,,FALSE,0
@florida,Flo Rida,youtube,music,5960000,50,,FALSE,0
@rohitfulal,Rohit Fulal,youtube,lifestyle,5960000,48.07,,FALSE,0
@xavi_official,Xavi Oficial,youtube,music,5950000,50,,FALSE,0
@flomfamily,The Flom Family,youtube,lifestyle,5950000,50,,FALSE,0
@ansh_kukreja01,Ansh Kukreja01,youtube,lifestyle,5950000,28.07,,FALSE,0
@minutephysics,minutephysics,youtube,lifestyle,5950000,31.88,,FALSE,0
@cypriengaming,Bigorneaux & Coquillages,youtube,lifestyle,5950000,50,,FALSE,0
@oompaville,oompaville,youtube,lifestyle,5940000,14.14,,FALSE,0
@pigpong,PigPong,youtube,lifestyle,5940000,50,,FALSE,0
@thefoodranger,The Food Ranger,youtube,food,5940000,38.8,,FALSE,0
@bobmarley,Bob Marley,youtube,music,5940000,50,,FALSE,0
@junpeizaki,Junpei Zaki,youtube,business,5940000,21.35,,FALSE,0
@verbalase,verbalase,youtube,tech,5930000,34.93,,FALSE,0
@frenchmontana,French Montana,youtube,music,5930000,50,,FALSE,0
@kyoot,Kyoot,youtube,music,5920000,14.85,,FALSE,0
@resansree,Rishan sriansh & Sree nayana,youtube,lifestyle,5920000,50,,FALSE,0
@royalpear,RoyalPear,youtube,business,5920000,50,,FALSE,0
@easportsfc,EA SPORTS FC,youtube,lifestyle,5920000,18.71,,FALSE,0
@brytiagotv,BrytiagoTV,youtube,music,5920000,50,,FALSE,0
@russkoefilmcompany,?инокомпани? «????кое»,youtube,lifestyle,5920000,35.85,,FALSE,0
@rubykakitchen,Ruby Ka Kitchen,youtube,food,5910000,10.51,,FALSE,0
@lesliesansoneswalkathome,Walk at Home,youtube,fitness,5910000,50,,FALSE,0
@mondomedia,MondoMedia,youtube,comedy,5910000,40.65,,FALSE,0
@teddyandtimmy3d,Teddy & Timmy Edutainment - Education & Kids Songs,youtube,music,5910000,30.01,,FALSE,0
@sergio_outdoors,Sergio Outdoors,youtube,food,5910000,50,,FALSE,0
@danielthrasher,Daniel Thrasher,youtube,lifestyle,5910000,50,,FALSE,0
@commandofitnessclub,Commando Fitness club,youtube,fitness,5910000,50,,FALSE,0
@kiranfamilyofficial27,Kiran Family Official,youtube,lifestyle,5900000,11.51,,FALSE,0
@halsey,Halsey,tiktok,lifestyle,5900000,5.93,,TRUE,0
@littos,Littos,tiktok,lifestyle,5900000,7.93,,FALSE,0
@pinkpantheress,?��?��?�️,tiktok,lifestyle,5900000,11.31,,TRUE,0
@kevindebruyne,Kevin De Bruyne,tiktok,lifestyle,5900000,49.64,,TRUE,0
@joshhelfgott,Josh Helfgott,tiktok,lifestyle,5900000,6.39,,TRUE,0
@fallyipupa,Fally Ipupa,youtube,lifestyle,5890000,50,,FALSE,0
@nick_kratka,Nick Kratka,youtube,food,5890000,37.9,,FALSE,0
@tehelkaprank,Tehelka Prank,youtube,comedy,5890000,12.13,,FALSE,0
@tuckerbudzyn,Tucker Budzyn,youtube,business,5890000,50,,FALSE,0
@peopleareawesome,People Are Awesome,youtube,lifestyle,5890000,13.41,,FALSE,0
@lemmino,LEMMiNO,youtube,lifestyle,5880000,50,,FALSE,0
@westlife_official,Westlife ,youtube,music,5880000,50,,FALSE,0
@pororoenglish,Pororo the Little Penguin,youtube,lifestyle,5880000,17.41,,FALSE,0
@jasus007,jasus 007,youtube,business,5880000,6.19,,FALSE,0
@meekmill,Meek Mill,youtube,music,5870000,50,,FALSE,0
@learnexhindi,Learnex - English lessons through Hindi,youtube,education,5870000,4.19,,FALSE,0
@sonicmasterfacts,SONICMASTER FACTS,youtube,education,5870000,23.71,,FALSE,0
@omardizer,Omardizer | ع?رد?زر,youtube,business,5870000,12.95,,FALSE,0
@thinkschool,Think School,youtube,education,5860000,10.84,,FALSE,0
@thelambafamily,The lamba family,youtube,lifestyle,5860000,50,,FALSE,0
@dimitrivegasandlikemike,Dimitri Vegas & Like Mike,youtube,music,5860000,45.11,,FALSE,0
@ponymakeup,PONY Syndrome,youtube,lifestyle,5860000,21.71,,FALSE,0
@ankitinspiresindia,Ankit Inspires India,youtube,lifestyle,5860000,16.07,,FALSE,0
@akhikiduniya3881,Akhi ki Duniya,youtube,business,5860000,43.78,,FALSE,0
@auramedia_24,Aura Media,youtube,lifestyle,5860000,17.86,,FALSE,0
@zaminationproductions,ZAMination,youtube,music,5860000,50,,FALSE,0
@movewithnicole,Move With Nicole,youtube,fitness,5850000,29.66,,FALSE,0
@morejt,More JT,youtube,business,5850000,6.78,,FALSE,0
@crownrecordss,Crown Records,youtube,music,5850000,50,,FALSE,0
@doechii,Swamp Princess,instagram,lifestyle,5848514,5.62,,TRUE,0
@niswoman,Niswoman,youtube,lifestyle,5840000,50,,FALSE,0
@sidemenreacts,SidemenReacts,youtube,lifestyle,5840000,37.13,,FALSE,0
@thenbhd,The Neighbourhood,youtube,lifestyle,5840000,50,,FALSE,0
@abhijaindance,abhi jain dance world,youtube,tech,5840000,23.84,,FALSE,0
@mullyy,Mully,youtube,lifestyle,5840000,35.83,,FALSE,0
@rsmsa,RSMSA,youtube,comedy,5840000,50,,FALSE,0
@sebfrit,SEB,youtube,business,5840000,50,,FALSE,0
@theabnormalcouple,Chhote & Aandu,youtube,comedy,5840000,50,,FALSE,0
@phonerepairguru,Phone Repair Guru,youtube,lifestyle,5840000,50,,FALSE,0
@kinigradeon,Kinigra Deon,youtube,lifestyle,5830000,36.98,,FALSE,0
@dubstepgutter,DubstepGutter,youtube,music,5830000,24.26,,FALSE,0
@brickexperimentchannel,Brick Experiment Channel,youtube,lifestyle,5830000,50,,FALSE,0
@mimoda.,MI MODA,youtube,fashion,5830000,9.56,,FALSE,0
@boxofficemoviesscenes,Boxoffice Movie Scenes,youtube,lifestyle,5830000,9.62,,FALSE,0
@timelinechannel,Timeline - World History Documentaries,youtube,lifestyle,5830000,12.61,,FALSE,0
@tylerandsnowi,Tyler & Snowi,youtube,lifestyle,5830000,48.03,,FALSE,0
@sauceddie,special edd,youtube,gaming,5820000,33.12,,FALSE,0
@jaeguchi,Jaeguchi,youtube,lifestyle,5820000,50,,FALSE,0
@robertocarlosoficial,Roberto Carlos,youtube,lifestyle,5820000,50,,FALSE,0
@chintuchinkikicomedy3214,Chintu Chinki Ki Comedy,youtube,comedy,5820000,50,,FALSE,0
@netmovies,NetMovies,youtube,lifestyle,5820000,5.65,,FALSE,0
@tylaofficial,Tyla,youtube,lifestyle,5820000,50,,FALSE,0
@gamergirltv,GamerGirl,youtube,gaming,5810000,34.07,,FALSE,0
@ryth,Ryth,youtube,lifestyle,5810000,25.35,,FALSE,0
@rajshritamil,Rajshri Tamil,youtube,music,5810000,6.26,,FALSE,0
@burnaboy,Burna Boy,youtube,music,5810000,50,,FALSE,0
@luckyfamily4267,Lucky ?�� family,youtube,lifestyle,5810000,50,,FALSE,0
@academeg,AcademeG,youtube,lifestyle,5810000,33.28,,FALSE,0
@monermototv9202,Moner Moto Tv ,youtube,comedy,5810000,50,,FALSE,0
@endrick,Endrick Felipe,tiktok,lifestyle,5800000,8.48,,TRUE,0
@kaliuchis,Kali Uchis,tiktok,music,5800000,33.79,,TRUE,0
@rainbowtoytoctoc,RainbowToyTocToc,youtube,lifestyle,5800000,50,,FALSE,0
@richguy,Rich Black Guy,youtube,business,5800000,50,,FALSE,0
@vjsiddhuvlog,Vj Siddhu Vlogs,youtube,lifestyle,5800000,50,IN,FALSE,0
@tajtracks,Taj Tracks,youtube,music,5800000,50,,FALSE,0
@missionaryjack,Jack Harlow,tiktok,lifestyle,5800000,19.79,,TRUE,0
@hitsrecords_,HITS Records,youtube,lifestyle,5800000,14.37,,FALSE,0
@realhitvideos,RealHit,youtube,lifestyle,5800000,19.23,,FALSE,0
@warnermusicmexico,Warner Music México,youtube,music,5790000,40.13,,FALSE,0
@thewhyfiles,The Why Files,youtube,lifestyle,5790000,48.57,,FALSE,0
@miss_garg,Miss Garg,youtube,lifestyle,5790000,37.99,,FALSE,0
@ravistudygkofficial,Ravi Study GK,youtube,lifestyle,5790000,4.68,,FALSE,0
@norielofficial,Noriel,youtube,lifestyle,5790000,50,,FALSE,0
@babyfirstbreath,اس?ا? ا?دح,youtube,lifestyle,5790000,20.95,,FALSE,0
@gaganpratapmaths,Gagan Pratap Maths,youtube,education,5790000,8.38,,FALSE,0
@miwuscience0822,Miwu Science,youtube,education,5790000,50,,FALSE,0
@besmart,Be Smart,youtube,lifestyle,5790000,26.4,,FALSE,0
@wisp,Wisp,youtube,lifestyle,5780000,35.62,,FALSE,0
@curiousgeorge,Curious George Official,youtube,education,5780000,22.8,,FALSE,0
@duniahara,Dunia Hara,youtube,lifestyle,5780000,50,,FALSE,0
@kvn,??и?иал?н?й канал ???,youtube,lifestyle,5770000,21.32,,FALSE,0
@freedocumentary,Free Documentary,youtube,lifestyle,5770000,22.45,,FALSE,0
@maisasilvaoficial,Maisa Silva,youtube,music,5770000,20.47,,FALSE,0
@dominogirl,Domino Girl,youtube,lifestyle,5770000,15.83,,FALSE,0
@bindasskavyashorts,Bindass Kavya Shorts,youtube,lifestyle,5770000,50,,FALSE,0
@jeanfils,Jeanfils,youtube,lifestyle,5770000,14.09,,FALSE,0
@destripandolahistoria,Destripando la Historia,youtube,comedy,5770000,50,,FALSE,0
@austinevans,Austin Evans,youtube,tech,5760000,10.97,,FALSE,0
@faresashourofficial,Fares Ashour,youtube,lifestyle,5760000,34.9,,FALSE,0
@jukedock,Juke Dock,youtube,lifestyle,5760000,50,,FALSE,0
@gamerfleet,GamerFleet,youtube,gaming,5760000,12.19,,FALSE,0
@lukasgraham,Lukas Graham,youtube,lifestyle,5760000,50,,FALSE,0
@puthuideas,Puthu Ideas,youtube,lifestyle,5750000,28.15,,FALSE,0
@kentuckyballistics,Kentucky Ballistics,youtube,lifestyle,5750000,24.45,,FALSE,0
@realcharliekirk,Charlie Kirk,youtube,lifestyle,5750000,10.74,,FALSE,0
@cookingwithkian,Cooking with Kian,youtube,food,5750000,50,,FALSE,0
@luca,laserluca,youtube,lifestyle,5750000,17.9,,FALSE,0
@paluten,Paluten,youtube,gaming,5740000,11.94,,FALSE,0
@nassifzeytoun,Nassif Zeytoun,youtube,music,5740000,50,,FALSE,0
@alecbenjaminmusic,Alec Benjamin,youtube,music,5740000,50,,FALSE,0
@exlittlebeans,exlittlebeans,youtube,finance,5740000,50,,FALSE,0
@brianbarczyk,Brian Barczyk,youtube,music,5740000,10.72,,FALSE,0
@dannocean,Danny Ocean,youtube,music,5740000,50,,FALSE,0
@ello,ELLO,youtube,music,5740000,10.85,,FALSE,0
@eduardperets,Эди?он ?е?е?,youtube,lifestyle,5730000,50,,FALSE,0
@esamsassa,عصا? صاصا - Essam Saasa,youtube,lifestyle,5730000,50,,FALSE,0
@hublotbaggins,Hublot Baggins,youtube,comedy,5730000,50,,FALSE,0
@bibisbeautypalace,BibisBeautyPalace,youtube,beauty,5730000,50,,FALSE,0
@srilankacricket,Sri Lanka Cricket,youtube,lifestyle,5720000,6.97,,FALSE,0
@tra.dang.904,Trà Đặng Official,youtube,lifestyle,5720000,50,,FALSE,0
@techbar,TechBar,youtube,tech,5720000,18.65,IN,FALSE,0
@eternallove025,Eternal Love,youtube,lifestyle,5720000,50,,FALSE,0
@zaynvevo,ZaynVEVO,youtube,music,5720000,50,,FALSE,0
@archershaw,Archer Shaw,youtube,lifestyle,5710000,36.59,,FALSE,0
@conangray,Conan Gray,youtube,lifestyle,5710000,50,,FALSE,0
@bensonboone,Benson Boone,youtube,lifestyle,5710000,50,,FALSE,0
@mrsalmuddin12,MR SALMUDDIN,youtube,comedy,5710000,37.28,,FALSE,0
@harmonize255,Harmonize,youtube,music,5710000,25.63,,FALSE,0
@sakshammagic,Saksham Magic,youtube,lifestyle,5710000,46.91,,FALSE,0
@popcorn,Popcorn,youtube,gaming,5700000,7.91,,FALSE,0
@lilbaby,Lil Baby,tiktok,lifestyle,5700000,7.53,,TRUE,0
@eliseecklund,Elise Ecklund,youtube,music,5700000,35.95,,FALSE,0
@cutegirlshairstyles,Mindy McKnight,youtube,fashion,5700000,17.64,,FALSE,0
@meganskiendiel,Megan Skiendiel,tiktok,lifestyle,5700000,50,,FALSE,0
@hihokids,HiHo Kids,youtube,lifestyle,5700000,50,,FALSE,0
@philfoden,Phil Foden,tiktok,lifestyle,5700000,8.45,,TRUE,0
@dnevnik_hacha,??????? Х?Ч?,youtube,lifestyle,5690000,24.4,,FALSE,0
@harshrajputofficial,Harsh Rajput,youtube,comedy,5690000,50,,FALSE,0
@momandkidscreativity,Mom and Kids Creativity,youtube,gaming,5690000,50,,FALSE,0
@goturkiye,Go Türkiye,youtube,beauty,5690000,41.18,,FALSE,0
@shafar_sjc,Shafar_sjc,youtube,lifestyle,5680000,18.45,,FALSE,0
@loserfruit,Loserfruit,youtube,lifestyle,5680000,20.17,,FALSE,0
@dilraju,Dil Raju,youtube,lifestyle,5680000,21.98,,FALSE,0
@brailleskateboarding,Braille Skateboarding,youtube,education,5680000,5.31,,FALSE,0
@kittgaming,Kitt Gaming,youtube,gaming,5680000,17.92,,FALSE,0
@saskiasdansschool,Saskia's Dansschool,youtube,fitness,5680000,50,,FALSE,0
@maneskinofficial,Måneskin Official,youtube,lifestyle,5680000,50,,FALSE,0
@hindikahaniyafunnycomedyst4683,Hindi Kahaniya Funny Comedy Stories,youtube,comedy,5680000,50,,FALSE,0
@stresmen,Stresmen,youtube,lifestyle,5680000,16.61,,FALSE,0
@gaanefilmi,Gaane Filmi,youtube,lifestyle,5680000,35.04,,FALSE,0
@souravdasvlogs5548,Sourav Das,youtube,lifestyle,5670000,50,IN,FALSE,0
@inteligencialtda,Inteligência Ltda,youtube,lifestyle,5670000,4.88,,FALSE,0
@ishanllb,ISHAN LLB,youtube,lifestyle,5670000,15.64,,FALSE,0
@ntmcinemas,NTM Cinemas,youtube,music,5670000,7.19,,FALSE,0
@corinnakopf,corinna kopf,instagram,lifestyle,5664068,5.93,,FALSE,0
@tipsjhankar,Tips Jhankar Gaane,youtube,music,5660000,36.35,,FALSE,0
@asmobile,AS Mobile,youtube,lifestyle,5660000,10.84,,FALSE,0
@nikkuvlogz,NIkku Vlogz,youtube,travel,5660000,50,,FALSE,0
@fridaytv,Телеканал ?ЯТ??Ц?,youtube,lifestyle,5660000,21.96,,FALSE,0
@amazonmxplayer,Amazon MX Player,youtube,lifestyle,5660000,3.99,,FALSE,0
@officialsv2,SV2,youtube,lifestyle,5650000,40.85,,FALSE,0
@jarvisss,Jarvis,youtube,lifestyle,5650000,38.61,,FALSE,0
@princeroycevevo,PrinceRoyceVEVO,youtube,music,5650000,50,,FALSE,0
@yes_neo,Yes! Neo ??Kids Songs and Cartoons,youtube,travel,5650000,50,,FALSE,0
@ildarauto,??Ь??? ??Т?-??????,youtube,lifestyle,5650000,50,,FALSE,0
@comedysujanvlog,Comedy sujan Vlog,youtube,comedy,5650000,18.07,,FALSE,0
@puravjha_,Purav Jha,youtube,business,5640000,50,,FALSE,0
@semkav,Semyon Rezchikov,youtube,lifestyle,5640000,50,,FALSE,0
@mariahandbill,Mariah and Bill,youtube,lifestyle,5640000,31.12,,FALSE,0
@autumnnmonique,Autumn Monique,youtube,fashion,5640000,45.26,,FALSE,0
@officialgrahamnorton,The Graham Norton Show,youtube,lifestyle,5640000,32.6,,FALSE,0
@hillsongunited,Hillsong UNITED,youtube,music,5640000,50,,FALSE,0
@jlaservideo,JLaservideo,youtube,education,5630000,49.7,,FALSE,0
@primzofficial,Primz,youtube,music,5630000,50,,FALSE,0
@angelmoviessubtitle,Bengali Movies with English Subtitle,youtube,lifestyle,5630000,6.69,,FALSE,0
@jcs,JCS - Criminal Psychology,youtube,lifestyle,5630000,50,,FALSE,0
@souravnaryal0017,Sourav Naryal,youtube,lifestyle,5630000,4.88,,FALSE,0
@kurtisconner,Kurtis Conner,youtube,lifestyle,5630000,50,,FALSE,0
@nct127,NCT 127,youtube,lifestyle,5630000,27.64,,FALSE,0
@kumarvishwas,Kumar Vishwas,youtube,lifestyle,5620000,20.06,,FALSE,0
@samsungindia,Samsung India,youtube,fashion,5620000,25.34,,FALSE,0
@vinemontanatv,Ridddle,youtube,lifestyle,5620000,26.49,,FALSE,0
@fedegames7,FedeGames,youtube,gaming,5620000,50,,FALSE,0
@superkevintran,Kevin Tran ?�科�?youtube,lifestyle,5620000,46.58,,FALSE,0,
@alexaiono,Alex Aiono,youtube,music,5620000,50,,FALSE,0
@kanalmult,??л??,youtube,lifestyle,5610000,33.61,,FALSE,0
@essenrecipes,Essen Recipes,youtube,food,5610000,33.68,,FALSE,0
@billysamuel,Billy Samuel,youtube,lifestyle,5600000,40.07,,FALSE,0
@syifahadjuuuuuuu,Syifa Hadju,tiktok,lifestyle,5600000,10.82,,FALSE,0
@meshwafilm,Meshwa Films,youtube,music,5600000,25.42,,FALSE,0
@tictactoy,Tic Tac Toy,youtube,lifestyle,5600000,50,,FALSE,0
@satisfyingshorts.official,Satisfying Shorts,youtube,beauty,5600000,16.1,,FALSE,0
@mfbfacts,MFB FACTS,youtube,lifestyle,5600000,6.28,,FALSE,0
@victoriajustice,Victoria Justice,tiktok,lifestyle,5600000,5.84,,TRUE,0
@cncovevo,CNCOVEVO,youtube,lifestyle,5600000,50,,FALSE,0
@hellfrozen9971,HellFrozen,youtube,business,5600000,18.11,,FALSE,0
@gugafoods,Guga Foods,youtube,fashion,5590000,32.36,,FALSE,0
@dagar-minecraft,Dagar,youtube,lifestyle,5590000,50,,FALSE,0
@celsoportiollioficial,Celso Portiolli,youtube,lifestyle,5580000,16.81,,FALSE,0
@blackgryph0n,Black Gryph0n,youtube,music,5580000,50,,FALSE,0
@indianfoodiesmullashaheen,Indian Foodies,youtube,fashion,5580000,7.43,,FALSE,0
@tuckercarlson,Tucker Carlson,youtube,lifestyle,5580000,13.25,,FALSE,0
@megandnancy,Meg and Nancy - Learn and Play!,youtube,education,5570000,50,,FALSE,0
@rickbeato,Rick Beato,youtube,music,5570000,15.09,,FALSE,0
@nickinicoleok,nicki nicole,youtube,lifestyle,5570000,50,,FALSE,0
@neyo,NE-YO,youtube,lifestyle,5560000,50,,FALSE,0
@nilanjanadharshorts,Nilanjana Dhar Shorts,youtube,business,5560000,50,,FALSE,0
@parulvermavlogs,Parul Verma vlogs,youtube,lifestyle,5560000,27.51,,FALSE,0
@ididathing,I did a thing,youtube,lifestyle,5560000,50,,FALSE,0
@ooo0eve0ooo,Eve,youtube,lifestyle,5560000,50,,FALSE,0
@chuchutvstorytime,ChuChuTV Storytime for Kids,youtube,education,5560000,50,,FALSE,0
@jhankarmusic,Jhankar Music,youtube,music,5560000,9.1,,FALSE,0
@football-shorts072,Football Team,youtube,comedy,5560000,8.37,,FALSE,0
@rockykanaka,Rocky Kanaka,youtube,lifestyle,5560000,30.05,,FALSE,0
@irelandboysproductions,Ireland Boys Productions,youtube,food,5560000,30.92,,FALSE,0
@rankersgurukullive,RANKERS GURUKUL,youtube,lifestyle,5560000,2.32,,FALSE,0
@mohammedassaf89,Mohammed Assaf,instagram,business,5559023,0.27,,FALSE,0
@redvelvet,Red Velvet,youtube,lifestyle,5550000,50,,FALSE,0
@factzaqofficial,Factz AQ Official,youtube,lifestyle,5550000,33.28,,FALSE,0
@justameerah,Just Ameerah,youtube,lifestyle,5550000,27.54,,FALSE,0
@funcaboodle,Fun Caboodle,youtube,lifestyle,5550000,50,,FALSE,0
@ohaadiyorum,OHA diyorum!,youtube,lifestyle,5550000,24.28,,FALSE,0
@mytruecrimenews,True Crime News,youtube,finance,5550000,11.39,,FALSE,0
@scorpions,Scorpions,youtube,lifestyle,5550000,50,,FALSE,0
@nengoflow,Nengo Flow,youtube,lifestyle,5550000,50,,FALSE,0
@arsyla_mr,Arsyla Mahestri Rahayu,youtube,lifestyle,5550000,50,,FALSE,0
@rosymcmichael,RosyMcMichael,youtube,beauty,5550000,10.73,,FALSE,0
@bobbyustad,Bobby Ustad,youtube,comedy,5550000,50,,FALSE,0
@mistimomsmagic,Misti & Moms Magic,youtube,comedy,5540000,50,,FALSE,0
@mianimation1,MiAnimation?�� ,youtube,gaming,5540000,50,,FALSE,0
@dramebaazrakhi,Dramebaaz Rakhi,youtube,business,5540000,50,,FALSE,0
@doctoryoun,Doctor Youn,youtube,beauty,5530000,34.01,,FALSE,0
@foodtheory,The Food Theorists,youtube,food,5530000,50,,FALSE,0
@wewearcute,We Wear Cute,youtube,food,5530000,50,,FALSE,0
@jayshettypodcast.,Jay Shetty Podcast,youtube,lifestyle,5530000,4.42,,FALSE,0
@ahmedsaadyt,Ahmed Saad,youtube,music,5530000,50,,FALSE,0
@g0ularte,Goularte,youtube,food,5530000,17.08,,FALSE,0
@castrobrothers,Castro Brothers,youtube,lifestyle,5520000,12.55,,FALSE,0
@punyaprasunbajpaiindia,Punya Prasun Bajpai,youtube,lifestyle,5520000,12.69,IN,FALSE,0
@billwurtz,bill wurtz,youtube,lifestyle,5520000,32.94,,FALSE,0
@kuldeeppatel07,Kuldeep patel07,youtube,lifestyle,5520000,30.67,,FALSE,0
@toslowblox,ToSlow,youtube,business,5520000,29.72,,FALSE,0
@brat,Brat TV,youtube,lifestyle,5520000,20.37,,FALSE,0
@tanamongeauiscancelled,Tana Mongeau,youtube,lifestyle,5520000,46.35,,FALSE,0
@offclastro,ASTRO ?�스?�로,youtube,lifestyle,5510000,14.93,,FALSE,0
@madaradusal6543,Madara Dusal,youtube,lifestyle,5510000,41.62,,FALSE,0
@kat_longoria,Kat Longoria,youtube,lifestyle,5510000,50,,FALSE,0
@battlegroundsmobile_in,BATTLEGROUNDS MOBILE INDIA,youtube,lifestyle,5510000,50,,FALSE,0
@landonbarkerr,Landon Barker,tiktok,lifestyle,5500000,17.74,,TRUE,0
@radenrakhadpp,Rakha,tiktok,lifestyle,5500000,7.4,,FALSE,0
@hearts2hearts,Hearts2Hearts,tiktok,lifestyle,5500000,8.59,,TRUE,0
@itsdeaann,Dean Withers,tiktok,lifestyle,5500000,8.88,,TRUE,0
@virginiamontemaggi,Virginia,tiktok,lifestyle,5500000,5.22,,TRUE,0
@kuttytwinthrottlers,kutty twin throttlers,youtube,business,5500000,50,,FALSE,0
@charlixcx,Charli XCX,tiktok,lifestyle,5500000,5.38,,TRUE,0
@h3h3productions,h3h3Productions,youtube,comedy,5490000,50,,FALSE,0
@suryakgadgets,Surya K Gadgets,youtube,tech,5490000,50,,FALSE,0
@englishsingsing,English Singsing,youtube,travel,5490000,14.78,,FALSE,0
@sahiljoshivlogs7376,Sahil joshi Vlogs,youtube,business,5490000,46.82,,FALSE,0
@danna,Danna,youtube,lifestyle,5490000,50,,FALSE,0
@beckbrojack,BeckBroJack,youtube,lifestyle,5490000,16.88,,FALSE,0
@beatswithharnidh,BeatsWithHarnidh,youtube,lifestyle,5490000,50,,FALSE,0
@easfcmobile,EA SPORTS FC MOBILE,youtube,gaming,5490000,5.38,,FALSE,0
@nktofficial,�?��??��?�YouTube大�? - NAKATA UNIVERSITY,youtube,lifestyle,5490000,25.39,,FALSE,0
@jackhartmann,Jack Hartmann Kids Music Channel,youtube,music,5480000,30.29,,FALSE,0
@sketchh,Sketch,youtube,lifestyle,5480000,20.81,,FALSE,0
@bosswallahtelugu,Boss Wallah (Telugu),youtube,education,5480000,16.56,,FALSE,0
@wanderershubshorts,Wanderers Hub Shorts,youtube,lifestyle,5480000,50,,FALSE,0
@jev,JEV,youtube,lifestyle,5480000,11.99,,FALSE,0
@kamsingfamilychannel,Kamsing Family Channel,youtube,music,5480000,18.49,,FALSE,0
@taksugaming,Taksu Gaming,youtube,gaming,5480000,15.11,,FALSE,0
@lartisteofficiel,Lartiste,youtube,music,5470000,50,,FALSE,0
@garrettthecarrot,GarrettTheCarrot,youtube,lifestyle,5470000,50,,FALSE,0
@alfredoolivasofficial,Alfredo Olivas,youtube,lifestyle,5470000,50,,FALSE,0
@beeevids,Beeevids,youtube,gaming,5470000,38.69,,FALSE,0
@viral_khan_sir,Viral Khan Sir,youtube,lifestyle,5470000,3.83,,FALSE,0
@jobloanimatedvideos,JoBlo Animated Videos,youtube,lifestyle,5460000,20.1,,FALSE,0
@wbkidsbrasil,WB Kids Brasil,youtube,lifestyle,5460000,38.97,,FALSE,0
@gma,Good Morning America,youtube,food,5460000,1.38,,FALSE,0
@chennaiipl,Chennai Super Kings,youtube,lifestyle,5460000,14.27,,FALSE,0
@lolnetwork,LOL! Network,youtube,comedy,5460000,12.59,,FALSE,0
@therawkneegames,The RawKnee Games,youtube,gaming,5450000,11.19,,FALSE,0
@rhettandlink,Rhett & Link,youtube,lifestyle,5450000,44.16,,FALSE,0
@gamegrumps,GameGrumps,youtube,gaming,5450000,13.76,,FALSE,0
@bestfootballshortsbfs,Best Football Shorts,youtube,lifestyle,5450000,50,,FALSE,0
@shaikhkhushi6,SHAIKH KHUSHI,youtube,lifestyle,5450000,8.02,,FALSE,0
@spreadinggyanofficial,Spreading Gyan,youtube,lifestyle,5450000,19.79,,FALSE,0
@piximperfect,PiXimperfect,youtube,education,5450000,10.88,,FALSE,0
@heisrema,Rema,youtube,lifestyle,5440000,50,,FALSE,0
@nabil0,NABIL,youtube,business,5440000,17.12,,FALSE,0
@heisrema,Rema,youtube,lifestyle,5440000,50,,FALSE,0
@ptuxermann,?н?он ????к?н,youtube,lifestyle,5440000,50,,FALSE,0
@rels9,Rels B / Skinny Flakk,youtube,lifestyle,5440000,50,,FALSE,0
@dona_english,DONA English,youtube,lifestyle,5440000,50,,FALSE,0
@cookingwithfred,cookingWITHfred,youtube,food,5440000,50,,FALSE,0
@vlad_teen,Vlad,youtube,lifestyle,5440000,50,,FALSE,0
@labourlawadvisor,Labour Law Advisor,youtube,finance,5430000,17.95,IN,FALSE,0
@zartashakashifofficial,Fun With Zartasha,youtube,lifestyle,5430000,50,,FALSE,0
@kannadafullmovies,SGV Digital - Kannada Full Movies,youtube,lifestyle,5430000,22.65,,FALSE,0
@unnecessaryinventions,Unnecessary Inventions,youtube,lifestyle,5430000,50,,FALSE,0
@andresgarzam,Andres Garza,youtube,lifestyle,5420000,34.66,,FALSE,0
@michellekhare,Michelle Khare,youtube,fashion,5410000,50,,FALSE,0
@jonasbrothers,Jonas Brothers,youtube,lifestyle,5410000,50,,FALSE,0
@lisanguyen,Lisa Nguyen,youtube,food,5410000,37.1,,FALSE,0
@notenoughnelsons,Not Enough Nelsons,youtube,lifestyle,5410000,33.28,,FALSE,0
@tawadanharu,Tawa dan Haru,youtube,lifestyle,5410000,50,,FALSE,0
@arabidol,Arab Idol,youtube,lifestyle,5410000,50,,FALSE,0
@bhupinderkaur4063,Bhupinder Kaur,youtube,lifestyle,5410000,50,,FALSE,0
@saudbrothersgaming,Saud Brothers Gaming,youtube,gaming,5400000,44.44,,FALSE,0
@unisport,Unisport,youtube,gaming,5400000,7.35,,FALSE,0
@drumeoofficial,Drumeo,youtube,lifestyle,5400000,8.94,,FALSE,0
